# BeamNG.tech experiment summary metrics
# Generated by analyze_runs.py
# collision_gap_m = 5.0
file,script,date,description,acc_target_kph,lead_target_kph,raw_duration_s,eval_duration_s,duration_s,trim_applied,analysis_cutoff_time_s,ego_speed_mean_kph,ego_speed_max_kph,ego_speed_min_kph,lead_speed_mean_kph,lead_speed_max_kph,lead_speed_min_kph,gap_mean_m,gap_min_m,gap_max_m,headway_mean_s,headway_min_s,headway_max_s,rel_speed_rms_mps,rel_speed_rms_kph,ego_accel_peak_mps2,ego_max_decel_mps2,ego_jerk_peak_mps3,ttc_proxy_min_s,ego_overshoot_kph,ego_steady_state_abs_error_kph,ego_stop_time_s,collision_flag
21_baseline_follow_20260323_125018.csv,21_baseline_follow,2026-03-23T12:50:18.593568,Baseline follow template: lead starts first; ego starts after delay with ACC; scenario events toggled by *_AT_S.,80.0,60.0,75.1157796382904,75.1157796382904,75.1157796382904,False,,59.845769803388016,83.34231484103692,0.0002344897871469612,58.208104994795406,65.98692710323986,0.42879349001137607,50.7959708460598,19.43385205828404,107.74464944948396,3.066964420186463,1.0546835650057973,14.524753655318806,2.351728110767722,8.4662211987638,10.998072589238044,-10.998072589238044,79.06187911564966,13.103256121897829,3.3423148410369237,14.531514980760608,,False
21_baseline_follow_20260323_125300.csv,21_baseline_follow,2026-03-23T12:53:00.879177,Baseline follow template: lead starts first; ego starts after delay with ACC; scenario events toggled by *_AT_S.,80.0,60.0,75.10989284515381,75.10989284515381,75.10989284515381,False,,59.8966992799129,86.79391111649178,0.00019609975307246987,58.18842586194736,66.0213262498,0.4185731605319248,51.1036587783116,19.440743599316512,112.56727686833412,2.974971200689062,1.054845010098437,18.875582596940376,2.386784737941102,8.592425056587967,9.132974039565072,-9.132974039565072,89.23868332485158,11.95282850368385,6.793911116491785,14.284727853479913,,False
21_baseline_follow_20260323_125939.csv,21_baseline_follow,2026-03-23T12:59:39.519779,Baseline follow template: lead starts first; ego starts after delay with ACC; scenario events toggled by *_AT_S.,80.0,60.0,75.02271223068237,75.02271223068237,75.02271223068237,False,,59.920162382098745,81.03219592830673,0.0002984940134203172,58.17981081973405,66.03838147237757,0.40394458094363717,49.956666505576116,19.41182728699263,104.09602659580874,2.985333882065881,1.053230871835174,14.157000950228348,2.1779670943492593,7.840681539657334,9.891510758360168,-9.891510758360168,76.89773264350825,14.119218940377031,1.0321959283067343,14.501613387764966,,False
22_hard_brake_20260323_130842.csv,22_hard_brake,2026-03-23T13:08:42.612618,"Scenario B: lead hard brake event with manual ego. Lead uses AI at 60 km/h, ego is fully manual until 78 km/h, then ACC is requested and user continues steering only.",80.0,60.0,40.10437512397766,35.134891748428345,35.134891748428345,True,35.25353145599365,49.850281845312324,94.65760522876072,0.00036721988141256,44.13434591275099,56.53500341054286,0.0051195537158216405,34.13466421431112,4.440549531018745,72.92104320182254,2.0849776945512435,0.7387797649967666,11.960999267537458,4.47368482217472,16.10526535982899,23.342777952460644,-23.342777952460644,200.28710759829156,0.7416835792539178,14.657605228760715,41.167675275339,33.23487305641174,True
22_hard_brake_20260323_131036.csv,22_hard_brake,2026-03-23T13:10:36.727288,"Scenario B: lead hard brake event with manual ego. Lead uses AI at 60 km/h, ego is fully manual until 78 km/h, then ACC is requested and user continues steering only.",80.0,60.0,40.06865215301514,35.31511878967285,35.31511878967285,True,35.43092179298401,49.69355897641797,90.81072762376105,0.0004902146629236,43.914343613959176,56.479223541243705,0.014661211653082082,38.061946536573636,4.472218425739007,80.81775790750898,2.36903532575496,0.7648491414617193,14.52898061342451,4.678392986457693,16.842214751247695,28.13855835189656,-28.13855835189656,228.12283187388732,0.768966861715851,10.810727623761053,41.29904268149339,33.42348766326904,True
22_hard_brake_20260323_131250.csv,22_hard_brake,2026-03-23T13:12:50.568545,"Scenario B: lead hard brake event with manual ego. Lead uses AI at 60 km/h, ego is fully manual until 78 km/h, then ACC is requested and user continues steering only.",80.0,60.0,40.02735185623169,35.90343523025513,35.90343523025513,True,36.023722410202026,48.70021980374657,89.44540402185002,0.00027992120042406355,43.113023403582716,56.47810020287366,0.0007487168904039601,41.342138507239284,4.70999211278392,87.8392097458139,2.567073824249265,1.2561915577595126,13.936827883376479,4.829103543448154,17.384772756413355,7.997676988583524,-5.5291374220065945,44.274295579546035,1.4308220918103527,9.445404021850024,44.12470633788241,34.00628972053528,True
23_lead_slowdown_20260323_132311.csv,23_lead_slowdown,2026-03-23T13:23:11.321259,"Lead slowdown with manual ego. Lead cruises at 60 km/h, ego is fully manual until 78 km/h, then ACC is requested and the user continues steering only. Lead then smoothly reduces speed from 60 to 30 km/h and remains there.",80.0,70.0,55.03595304489136,55.03595304489136,55.03595304489136,False,,55.76585609991177,102.6836917622045,0.000466396256448,53.25174119676113,66.62093890166582,0.37606296551718277,43.08252758681021,14.74823591144885,91.90983249362522,2.4951541712473846,0.7274510343264867,15.716571390144818,3.0459895589099837,10.965562412075942,9.205123250717394,-9.205123250717394,58.61680531626643,3.0060933665308367,22.683691762204504,38.94286668394846,,False
23_lead_slowdown_20260323_132755.csv,23_lead_slowdown,2026-03-23T13:27:55.656172,"Lead slowdown with manual ego. Lead cruises at 60 km/h, ego is fully manual until 78 km/h, then ACC is requested and the user continues steering only. Lead then smoothly reduces speed from 60 to 30 km/h and remains there.",80.0,70.0,55.0010290145874,55.0010290145874,55.0010290145874,False,,55.738432717378025,102.33600606826258,0.0001953514319243692,53.19453811191467,66.63357929418464,0.3630118181624122,38.7728245116617,14.738255328756091,85.60319759510622,2.289540479546817,0.7290056236709945,14.885477726133654,2.9917813544343717,10.770412875963737,8.788502651330296,-8.788502651330296,57.61344742022668,3.0179559362754502,22.336006068262577,38.459900475692805,,False
23_lead_slowdown_20260323_133409.csv,23_lead_slowdown,2026-03-23T13:34:09.759127,"Lead slowdown with manual ego. Lead cruises at 60 km/h, ego is fully manual until 78 km/h, then ACC is requested and the user continues steering only. Lead then smoothly reduces speed from 60 to 30 km/h and remains there.",80.0,70.0,55.109522581100464,55.109522581100464,55.109522581100464,False,,55.63572253016845,102.14084917452313,0.00048038586296616007,53.15487565364289,66.6517506735943,0.3637401561471114,39.18519945007495,14.790370561798156,87.87487217729948,2.2853464785053017,0.7345551561865066,13.874849095844166,3.0686778516849715,11.047240266065899,8.643847582135866,-8.643847582135866,60.156012474255164,3.043062867272413,22.140849174523126,38.50478087042329,,False
24_lead_disappears_20260323_135415.csv,24_lead_disappears,2026-03-23T13:54:15.675716,"Lead disappears with manual ego. Lead uses AI at 60 km/h, ego is fully manual until 80 km/h, then ACC is requested and user continues steering only.",80.0,60.0,60.1016218662262,60.1016218662262,60.1016218662262,False,,74.76937125817143,127.95496168423044,0.00030459967342602297,73.00937370713714,105.71861139104674,0.35563670025585586,34.450736145357375,14.83210807767884,84.85317274619902,1.6692430532605622,0.6175441575703805,14.023851324866756,3.499687230650754,12.598874030342714,8.000542143463946,-7.96733429694693,56.65970558288789,3.1603238434375647,47.95496168423044,20.737294805558015,,False
